timestamp,symbol,open,high,low,close,volume
2024-07-03,AAPL,218.110624,219.647313,217.148955,219.647313,25362271
2024-07-03,ABBV,155.211368,156.155214,152.809699,153.108739,1771522
2024-07-03,ADBE,565.09,571.83,564.0,570.15,692403
2024-07-03,AMAT,237.635083,240.664036,235.874751,239.277405,1208074
2024-07-03,AMD,164.2,165.26,162.51,163.9,20484080
2024-07-03,AMZN,199.93,200.03,196.76,197.59,21836896
2024-07-03,AVGO,163.917233,169.729915,163.37346,169.729915,19373640
2024-07-03,BA,185.05,185.42,182.85,184.31,1792435
2024-07-03,BAC,39.185153,39.357102,38.92723,39.070521,13189452
2024-07-03,CAT,319.55458,322.621043,319.55458,321.842259,679942
2024-07-03,COP,107.050547,108.561739,106.722027,107.726359,1288337
2024-07-03,COST,845.84075,854.269479,845.84075,853.418692,267130
2024-07-03,CRM,252.939715,257.113053,252.890501,256.847298,2843010
2024-07-03,CSCO,44.745866,45.100004,44.640582,44.688438,5081566
2024-07-03,CVX,144.087062,144.821545,143.738183,143.875899,1860245
2024-07-03,DIS,95.171228,96.377405,95.161501,95.920225,3278067
2024-07-03,GE,159.95913,162.53816,159.623165,161.06584,1431834
2024-07-03,GOOGL,183.435586,184.666098,182.59209,184.398164,5610949
2024-07-03,GS,450.338063,451.154171,447.246453,449.262721,522232
2024-07-03,HD,320.542151,323.053223,317.251124,317.346241,898633
2024-07-03,IBM,168.346292,168.440933,165.781538,166.311524,761029
2024-07-03,INTU,641.849366,652.857792,641.139781,650.354533,393752
2024-07-03,JNJ,138.135361,138.560539,136.755897,137.653494,1867726
2024-07-03,JPM,200.897872,201.697993,199.066269,200.06883,3142239
2024-07-03,KO,59.70366,60.157178,59.458005,59.835936,6816138
2024-07-03,LLY,898.451762,905.848456,871.823664,885.729449,1617284
2024-07-03,MA,440.115498,444.0391,439.077769,442.942072,809506
2024-07-03,MCD,237.046536,239.412232,236.741285,238.4774,1038747
2024-07-03,META,502.993496,507.870755,502.645829,506.559557,2792755
2024-07-03,MRK,119.523702,119.757713,117.286552,117.801377,2282083
2024-07-03,MS,94.553564,95.187516,94.146698,94.809037,1738021
2024-07-03,MSFT,451.100605,453.886817,450.795401,453.640686,4814229
2024-07-03,MU,131.735958,135.866981,131.50756,135.866981,10327815
2024-07-03,NFLX,67.748,68.375,67.55,68.251,4987440
2024-07-03,NKE,72.226947,72.34129,71.474186,71.693344,12179544
2024-07-03,NOW,158.734,159.19,157.038,157.184,1216680
2024-07-03,NVDA,121.459806,128.068912,121.160299,128.068912,164194999
2024-07-03,ORCL,140.75019,141.631409,140.505407,141.367043,2249193
2024-07-03,PEP,151.209212,152.332236,150.318217,150.912214,1527647
2024-07-03,PFE,24.460849,24.574743,24.189256,24.268106,9508501
2024-07-03,QCOM,194.227834,196.316923,192.081246,195.31071,2257151
2024-07-03,SPY,535.992533,539.069694,535.963227,538.70825,18160995
2024-07-03,TMO,529.335779,536.098963,528.769698,531.927836,425260
2024-07-03,TSLA,234.57,248.35,234.25,246.39,122728195
2024-07-03,TXN,187.231719,188.592511,185.303931,187.997165,1082513
2024-07-03,UBER,70.66,72.14,70.5,71.3,5518433
2024-07-03,UNH,475.18102,476.098653,465.048821,468.270095,1163962
2024-07-03,V,265.034628,265.70443,264.128425,264.955828,2901567
2024-07-03,WFC,58.289201,58.422979,57.48653,57.96431,4490290
2024-07-05,AAPL,219.746454,224.505231,219.746454,224.396176,40038555
2024-07-05,ABBV,153.931101,156.35146,152.912494,156.29539,1645300
2024-07-05,ADBE,570.53,580.55,568.92,578.34,1171294
2024-07-05,AMAT,240.634533,240.664036,236.877845,238.569338,1613535
2024-07-05,AMD,165.98,174.04,165.68,171.9,49030293
2024-07-05,AMZN,198.65,200.55,198.17,200.0,24024046
2024-07-05,AVGO,172.315292,173.287998,166.469238,167.186744,20869410
2024-07-05,BA,184.0,185.38,182.23,184.83,1922509
2024-07-05,BAC,39.099179,39.127837,38.487806,38.602439,14833541
2024-07-05,CAT,322.7768,324.597207,317.967808,319.642194,1010589
2024-07-05,COP,107.501089,107.679428,105.257767,105.642605,2025054
2024-07-05,COST,855.021337,877.43859,849.520899,876.182195,624112
2024-07-05,CRM,258.589469,261.630888,257.201638,259.05208,3541030
2024-07-05,CSCO,44.439584,44.755437,44.315157,44.650153,6474080
2024-07-05,CVX,143.729002,143.729002,141.094047,141.672452,3330729
2024-07-05,DIS,95.629844,95.629844,94.91648,95.317136,4069335
2024-07-05,GE,161.302992,161.302992,157.765473,158.595505,2290914
2024-07-05,GOOGL,184.378317,189.3996,184.378317,189.141589,10983291
2024-07-05,GS,448.830663,448.936277,441.78333,446.219117,613528
2024-07-05,HD,316.461659,319.514894,315.443913,318.240335,1331354
2024-07-05,IBM,166.320988,166.65223,164.626926,166.585981,981821
2024-07-05,INTU,645.525412,664.585658,643.909134,659.076518,390516
2024-07-05,JNJ,137.729081,138.466055,136.529136,138.399916,2482330
2024-07-05,JPM,199.53863,199.90495,197.157546,197.417827,4270364
2024-07-05,KO,59.835936,60.270557,59.514695,60.242212,5444906
2024-07-05,LLY,886.054903,903.836556,884.545978,901.972589,1145856
2024-07-05,MA,441.884578,444.691386,439.077769,444.236762,818540
2024-07-05,MCD,239.43131,239.831952,237.342248,239.517162,1380493
2024-07-05,META,508.029689,537.263448,508.029689,536.309849,13181143
2024-07-05,MRK,118.437888,118.503412,116.921494,118.363005,3578220
2024-07-05,MS,94.714417,94.723879,93.588442,94.231856,1663625
2024-07-05,MSFT,452.518324,461.103403,451.878381,460.325626,6883957
2024-07-05,MU,135.941088,136.179625,130.017426,130.683341,22671830
2024-07-05,NFLX,68.182,69.749,67.723,69.065,11299720
2024-07-05,NKE,71.807687,72.503277,71.255027,71.874388,14255976
2024-07-05,NOW,157.684,161.304,157.184,161.294,1951385
2024-07-05,NVDA,127.090525,128.637974,125.47319,125.622944,158226578
2024-07-05,ORCL,141.925148,142.747619,141.014556,141.807652,2640397
2024-07-05,PEP,151.162806,152.694203,150.791558,152.573547,1639312
2024-07-05,PFE,24.320672,24.609787,24.241823,24.574743,12466664
2024-07-05,QCOM,197.265638,198.128106,195.473621,197.169808,3109313
2024-07-05,SPY,539.011081,542.215236,538.376112,541.814716,23856788
2024-07-05,TMO,534.946937,536.456488,530.179936,536.386969,546729
2024-07-05,TSLA,249.89,252.37,242.46,251.52,118798338
2024-07-05,TXN,189.093358,189.140608,186.390674,187.855415,832071
2024-07-05,UBER,70.99,71.42,70.38,71.06,4352556
2024-07-05,UNH,467.419373,468.059805,463.117968,466.473064,1697712
2024-07-05,V,264.965678,266.492432,264.217076,266.305281,3103828
2024-07-05,WFC,57.811421,57.96431,56.483191,56.970527,6308040
2024-07-05,WMT,66.909123,68.862602,66.850224,68.754621,10766253
